C01-EAN;C03-COM_REF;C04-PHYS_REF;C05-GLOBAL_BRAND;C06-COLOR;C07-NAME;C08-DESCRIPTION;C09-COMPOSITION_MATERIAL;C10-PRODUCT_DIMENSIONS;C16-PRODUCT_TEMPLATE;C17-GENDER;C18-SIZE;C19-SEC_ATT;C20-WEB_SIZE;C21-RRP_WO_VAT;C21-RRP_WITH_VAT;C22-IMAGE_1;C23-IMAGE_2;C24-IMAGE_3;C25-IMAGE_4;C26-IMAGE_5;"special price"
;126497-36-NERO;;"LE MATTO";Arancione;"SANDALO DONNA";;"PELLE MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;90;109.8;;;;;;45.018
;126497-37-GIALLO;;"LE MATTO";Argento;"SANDALO DONNA";;"PELLE MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;90;109.8;http://outlet.test3d0.it/img/9991/or/126497gia.jpg;http://outlet.test3d0.it/img/9992/or/126497gia-1.jpg;;;;45.018
;126497-37-NERO;;"LE MATTO";Arancione;"SANDALO DONNA";;"PELLE MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;90;109.8;;;;;;45.018
;126497-38-GIALLO;;"LE MATTO";Argento;"SANDALO DONNA";;"PELLE MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;38;;;90;109.8;http://outlet.test3d0.it/img/9993/or/126497gia.jpg;http://outlet.test3d0.it/img/9994/or/126497gia-1.jpg;;;;45.018
;126497-38-NERO;;"LE MATTO";Arancione;"SANDALO DONNA";;"PELLE MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;38;;;90;109.8;;;;;;45.018
;126497-39-GIALLO;;"LE MATTO";Argento;"SANDALO DONNA";;"PELLE MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;39;;;90;109.8;http://outlet.test3d0.it/img/9995/or/126497gia.jpg;http://outlet.test3d0.it/img/9996/or/126497gia-1.jpg;;;;45.018
;126497-39-NERO;;"LE MATTO";Arancione;"SANDALO DONNA";;"PELLE MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;39;;;90;109.8;;;;;;45.018
;126497-40-GIALLO;;"LE MATTO";Argento;"SANDALO DONNA";;"PELLE MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;40;;;90;109.8;http://outlet.test3d0.it/img/9997/or/126497gia.jpg;http://outlet.test3d0.it/img/9998/or/126497gia-1.jpg;;;;45.018
;126497-40-NERO;;"LE MATTO";Arancione;"SANDALO DONNA";;"PELLE MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;40;;;90;109.8;;;;;;45.018
;126497-41-GIALLO;;"LE MATTO";Argento;"SANDALO DONNA";;"PELLE MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;41;;;90;109.8;http://outlet.test3d0.it/img/9999/or/126497gia.jpg;http://outlet.test3d0.it/img/10000/or/126497gia-1.jpg;;;;45.018
;126497-41-NERO;;"LE MATTO";Arancione;"SANDALO DONNA";;"PELLE MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;41;;;90;109.8;;;;;;45.018
;126499-35-ABL;;LEMATTO;Argento;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;35;;;90;109.8;;;;;;45.018
;126499-36-.OXX;;LEMATTO;Arancione;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;90;109.8;;;;;;45.018
;126499-36-ABL;;LEMATTO;Argento;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;90;109.8;;;;;;45.018
;126499-36-ROSSO;;LEMATTO;Argento;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;90;109.8;http://outlet.test3d0.it/img/10003/or/126499ro.jpg;http://outlet.test3d0.it/img/10004/or/126499ro-1.jpg;http://outlet.test3d0.it/img/10005/or/126499ro-2.jpg;http://outlet.test3d0.it/img/10006/or/126499ro-3.jpg;;45.018
;126499-37-ABL;;LEMATTO;Arancione;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;90;109.8;;;;;;45.018
;126499-37-ROSSO;;LEMATTO;Argento;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;90;109.8;http://outlet.test3d0.it/img/10007/or/126499ro.jpg;http://outlet.test3d0.it/img/10008/or/126499ro-1.jpg;http://outlet.test3d0.it/img/10009/or/126499ro-2.jpg;http://outlet.test3d0.it/img/10010/or/126499ro-3.jpg;;45.018
;126499-38-ABL;;LEMATTO;Argento;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;38;;;90;109.8;;;;;;45.018
;126499-38-OXX;;LEMATTO;Arancione;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;38;;;90;109.8;;;;;;45.018
;126499-39-OXX;;LEMATTO;Arancione;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;39;;;90;109.8;;;;;;45.018
;126499-39-ROSSO;;LEMATTO;Argento;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;39;;;90;109.8;http://outlet.test3d0.it/img/10011/or/126499ro.jpg;http://outlet.test3d0.it/img/10012/or/126499ro-1.jpg;http://outlet.test3d0.it/img/10013/or/126499ro-2.jpg;http://outlet.test3d0.it/img/10014/or/126499ro-3.jpg;;45.018
;126499-40-ABL;;LEMATTO;Argento;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;40;;;90;109.8;;;;;;45.018
;126499-40-OXX;;LEMATTO;Arancione;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;40;;;90;109.8;;;;;;45.018
;126501-35-NERO;;"LE MATTO";Arancione;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;35;;;90;109.8;http://outlet.test3d0.it/img/10019/or/126501ne.jpg;http://outlet.test3d0.it/img/10020/or/126501ne-1.jpg;http://outlet.test3d0.it/img/10021/or/126501ne-2.jpg;http://outlet.test3d0.it/img/10022/or/126501ne-3.jpg;;45.018
;126501-35-OQJ;;"LE MATTO";Beige;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;35;;;90;109.8;;;;;;45.018
;126501-36-NERO;;"LE MATTO";Arancione;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;90;109.8;http://outlet.test3d0.it/img/10023/or/126501ne.jpg;http://outlet.test3d0.it/img/10024/or/126501ne-1.jpg;http://outlet.test3d0.it/img/10025/or/126501ne-2.jpg;http://outlet.test3d0.it/img/10026/or/126501ne-3.jpg;;45.018
;126501-36-OQJ;;"LE MATTO";Beige;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;90;109.8;;;;;;45.018
;126501-37-NERO;;"LE MATTO";Arancione;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;90;109.8;http://outlet.test3d0.it/img/10027/or/126501ne.jpg;http://outlet.test3d0.it/img/10028/or/126501ne-1.jpg;http://outlet.test3d0.it/img/10029/or/126501ne-2.jpg;http://outlet.test3d0.it/img/10030/or/126501ne-3.jpg;;45.018
;126501-37-OQJ;;"LE MATTO";Beige;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;90;109.8;;;;;;45.018
;126501-38-NERO;;"LE MATTO";Arancione;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;38;;;90;109.8;http://outlet.test3d0.it/img/10031/or/126501ne.jpg;http://outlet.test3d0.it/img/10032/or/126501ne-1.jpg;http://outlet.test3d0.it/img/10033/or/126501ne-2.jpg;http://outlet.test3d0.it/img/10034/or/126501ne-3.jpg;;45.018
;126501-39-NERO;;"LE MATTO";Arancione;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;39;;;90;109.8;http://outlet.test3d0.it/img/10035/or/126501ne.jpg;http://outlet.test3d0.it/img/10036/or/126501ne-1.jpg;http://outlet.test3d0.it/img/10037/or/126501ne-2.jpg;http://outlet.test3d0.it/img/10038/or/126501ne-3.jpg;;45.018
;126501-40-NERO;;"LE MATTO";Arancione;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;40;;;90;109.8;http://outlet.test3d0.it/img/10039/or/126501ne.jpg;http://outlet.test3d0.it/img/10040/or/126501ne-1.jpg;http://outlet.test3d0.it/img/10041/or/126501ne-2.jpg;http://outlet.test3d0.it/img/10042/or/126501ne-3.jpg;;45.018
;126501-41-NERO;;"LE MATTO";Arancione;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;41;;;90;109.8;http://outlet.test3d0.it/img/10043/or/126501ne.jpg;http://outlet.test3d0.it/img/10044/or/126501ne-1.jpg;http://outlet.test3d0.it/img/10045/or/126501ne-2.jpg;http://outlet.test3d0.it/img/10046/or/126501ne-3.jpg;;45.018
;126501-41-OQJ;;"LE MATTO";Beige;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;41;;;90;109.8;;;;;;45.018
;126503-35-NERO;;LEMATTO;Arancione;"SANDALO DONNA CON ZEPPA";;"ZEPPA 7 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;38;;;90;109.8;http://outlet.test3d0.it/img/10051/or/126503ne.jpg;http://outlet.test3d0.it/img/10052/or/126503ne-1.jpg;http://outlet.test3d0.it/img/10053/or/126503ne-2.jpg;http://outlet.test3d0.it/img/10054/or/126503ne-3.jpg;;45.018
;126503-35NERO;;LEMATTO;Arancione;"SANDALO DONNA CON ZEPPA";;"ZEPPA 7 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;35;;;90;109.8;http://outlet.test3d0.it/img/10055/or/126503ne.jpg;http://outlet.test3d0.it/img/10056/or/126503ne-1.jpg;http://outlet.test3d0.it/img/10057/or/126503ne-2.jpg;http://outlet.test3d0.it/img/10058/or/126503ne-3.jpg;;45.018
;126503-36-NERO;;LEMATTO;Arancione;"SANDALO DONNA CON ZEPPA";;"ZEPPA 7 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;90;109.8;http://outlet.test3d0.it/img/10063/or/126503ne.jpg;http://outlet.test3d0.it/img/10064/or/126503ne-1.jpg;http://outlet.test3d0.it/img/10065/or/126503ne-2.jpg;http://outlet.test3d0.it/img/10066/or/126503ne-3.jpg;;45.018
;126503-37-NERO;;LEMATTO;Arancione;"SANDALO DONNA CON ZEPPA";;"ZEPPA 7 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;90;109.8;http://outlet.test3d0.it/img/10067/or/126503ne.jpg;http://outlet.test3d0.it/img/10068/or/126503ne-1.jpg;http://outlet.test3d0.it/img/10069/or/126503ne-2.jpg;http://outlet.test3d0.it/img/10070/or/126503ne-3.jpg;;45.018
;126503-41NERO;;LEMATTO;Arancione;"SANDALO DONNA CON ZEPPA";;"ZEPPA 7 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;41;;;90;109.8;http://outlet.test3d0.it/img/10071/or/126503ne.jpg;http://outlet.test3d0.it/img/10072/or/126503ne-1.jpg;http://outlet.test3d0.it/img/10073/or/126503ne-2.jpg;http://outlet.test3d0.it/img/10074/or/126503ne-3.jpg;;45.018
;126609-35-GIALLO;;LEMATTO;Argento;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;35;;;90;109.8;http://outlet.test3d0.it/img/10138/or/126609gia.jpg;http://outlet.test3d0.it/img/10139/or/126609gia-1.jpg;http://outlet.test3d0.it/img/10140/or/126609gia-3.jpg;;;45.018
;126609-35-NERO;;LEMATTO;Arancione;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;35;;;90;109.8;http://outlet.test3d0.it/img/10079/or/126609ne.jpg;http://outlet.test3d0.it/img/10080/or/126609ne-1.jpg;http://outlet.test3d0.it/img/10081/or/126609ne-2.jpg;http://outlet.test3d0.it/img/10082/or/126609ne-3.jpg;;45.018
;126609-36-GIALLO;;LEMATTO;Argento;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;90;109.8;http://outlet.test3d0.it/img/10141/or/126609gia.jpg;http://outlet.test3d0.it/img/10142/or/126609gia-1.jpg;http://outlet.test3d0.it/img/10143/or/126609gia-3.jpg;;;45.018
;126609-36-NERO;;LEMATTO;Arancione;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;90;109.8;http://outlet.test3d0.it/img/10083/or/126609ne.jpg;http://outlet.test3d0.it/img/10084/or/126609ne-1.jpg;http://outlet.test3d0.it/img/10085/or/126609ne-2.jpg;http://outlet.test3d0.it/img/10086/or/126609ne-3.jpg;;45.018
;126609-37-GIALLO;;LEMATTO;Argento;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;90;109.8;http://outlet.test3d0.it/img/10144/or/126609gia.jpg;http://outlet.test3d0.it/img/10145/or/126609gia-1.jpg;http://outlet.test3d0.it/img/10146/or/126609gia-3.jpg;;;45.018
;126609-37-NERO;;LEMATTO;Arancione;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;90;109.8;http://outlet.test3d0.it/img/10087/or/126609ne.jpg;http://outlet.test3d0.it/img/10088/or/126609ne-1.jpg;http://outlet.test3d0.it/img/10089/or/126609ne-2.jpg;http://outlet.test3d0.it/img/10090/or/126609ne-3.jpg;;45.018
;126609-38-GIALLO;;LEMATTO;Argento;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;38;;;90;109.8;http://outlet.test3d0.it/img/10147/or/126609gia.jpg;http://outlet.test3d0.it/img/10148/or/126609gia-1.jpg;http://outlet.test3d0.it/img/10149/or/126609gia-3.jpg;;;45.018
;126609-38-NERO;;LEMATTO;Arancione;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;38;;;90;109.8;http://outlet.test3d0.it/img/10091/or/126609ne.jpg;http://outlet.test3d0.it/img/10092/or/126609ne-1.jpg;http://outlet.test3d0.it/img/10093/or/126609ne-2.jpg;http://outlet.test3d0.it/img/10094/or/126609ne-3.jpg;;45.018
;126609-39-GIALLO;;LEMATTO;Argento;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;39;;;90;109.8;http://outlet.test3d0.it/img/10150/or/126609gia.jpg;http://outlet.test3d0.it/img/10151/or/126609gia-1.jpg;http://outlet.test3d0.it/img/10152/or/126609gia-3.jpg;;;45.018
;126609-39-NERO;;LEMATTO;Arancione;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;39;;;90;109.8;http://outlet.test3d0.it/img/10095/or/126609ne.jpg;http://outlet.test3d0.it/img/10096/or/126609ne-1.jpg;http://outlet.test3d0.it/img/10097/or/126609ne-2.jpg;http://outlet.test3d0.it/img/10098/or/126609ne-3.jpg;;45.018
;126609-40-GIALLO;;LEMATTO;Argento;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;40;;;90;109.8;http://outlet.test3d0.it/img/10153/or/126609gia.jpg;http://outlet.test3d0.it/img/10154/or/126609gia-1.jpg;http://outlet.test3d0.it/img/10155/or/126609gia-3.jpg;;;45.018
;126609-40-NERO;;LEMATTO;Arancione;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;40;;;90;109.8;http://outlet.test3d0.it/img/10099/or/126609ne.jpg;http://outlet.test3d0.it/img/10100/or/126609ne-1.jpg;http://outlet.test3d0.it/img/10101/or/126609ne-2.jpg;http://outlet.test3d0.it/img/10102/or/126609ne-3.jpg;;45.018
;126609-41-GIALLO;;LEMATTO;Argento;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;41;;;90;109.8;http://outlet.test3d0.it/img/10156/or/126609gia.jpg;http://outlet.test3d0.it/img/10157/or/126609gia-1.jpg;http://outlet.test3d0.it/img/10158/or/126609gia-3.jpg;;;45.018
;126609-41-NERO;;LEMATTO;Arancione;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;41;;;90;109.8;http://outlet.test3d0.it/img/10103/or/126609ne.jpg;http://outlet.test3d0.it/img/10104/or/126609ne-1.jpg;http://outlet.test3d0.it/img/10105/or/126609ne-2.jpg;http://outlet.test3d0.it/img/10106/or/126609ne-3.jpg;;45.018
;126611-35-NERO;;"LE MATTO";Arancione;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;35;;;90;109.8;http://outlet.test3d0.it/img/10159/or/126611ne.jpg;http://outlet.test3d0.it/img/10160/or/126611ne-1.jpg;http://outlet.test3d0.it/img/10161/or/126611ne-2.jpg;http://outlet.test3d0.it/img/10162/or/126611ne-3.jpg;;45.018
;126611-35-NUDE;;"LE MATTO";Beige;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;35;;;90;109.8;;;;;;45.018
;126611-36-NERO;;"LE MATTO";Arancione;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;90;109.8;http://outlet.test3d0.it/img/10163/or/126611ne.jpg;http://outlet.test3d0.it/img/10164/or/126611ne-1.jpg;http://outlet.test3d0.it/img/10165/or/126611ne-2.jpg;http://outlet.test3d0.it/img/10166/or/126611ne-3.jpg;;45.018
;126611-36-NUDE;;"LE MATTO";Beige;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;90;109.8;;;;;;45.018
;126611-37-NERO;;"LE MATTO";Arancione;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;90;109.8;http://outlet.test3d0.it/img/10167/or/126611ne.jpg;http://outlet.test3d0.it/img/10168/or/126611ne-1.jpg;http://outlet.test3d0.it/img/10169/or/126611ne-2.jpg;http://outlet.test3d0.it/img/10170/or/126611ne-3.jpg;;45.018
;126611-37-NUDE;;"LE MATTO";Beige;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;90;109.8;;;;;;45.018
