C01-EAN;C03-COM_REF;C04-PHYS_REF;C05-GLOBAL_BRAND;C06-COLOR;C07-NAME;C08-DESCRIPTION;C09-COMPOSITION_MATERIAL;C10-PRODUCT_DIMENSIONS;C16-PRODUCT_TEMPLATE;C17-GENDER;C18-SIZE;C19-SEC_ATT;C20-WEB_SIZE;C21-RRP_WO_VAT;C21-RRP_WITH_VAT;C22-IMAGE_1;C23-IMAGE_2;C24-IMAGE_3;C25-IMAGE_4;C26-IMAGE_5;"special price"
;4540-37-TAN;;"LE MATTO";MARRONE;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;;WOMEN;37;;;89;108.58;;;;;;55.3758
;4540-38-NERO;;"LE MATTO";Nero;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;;WOMEN;38;;;89;108.58;"/img/9583/or/SANDALO DONNA CON ZEPPA";"/img/9584/or/SANDALO DONNA CON ZEPPA";"/img/9585/or/SANDALO DONNA CON ZEPPA";"/img/9586/or/SANDALO DONNA CON ZEPPA";;55.3758
;4540-38-TAN;;"LE MATTO";MARRONE;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;;WOMEN;38;;;89;108.58;;;;;;55.3758
;4540-39-NERO;;"LE MATTO";Nero;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;;WOMEN;39;;;89;108.58;"/img/9587/or/SANDALO DONNA CON ZEPPA";"/img/9588/or/SANDALO DONNA CON ZEPPA";"/img/9589/or/SANDALO DONNA CON ZEPPA";"/img/9590/or/SANDALO DONNA CON ZEPPA";;55.3758
;4540-40-NERO;;"LE MATTO";Nero;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;;WOMEN;40;;;89;108.58;"/img/9591/or/SANDALO DONNA CON ZEPPA";"/img/9592/or/SANDALO DONNA CON ZEPPA";"/img/9593/or/SANDALO DONNA CON ZEPPA";"/img/9594/or/SANDALO DONNA CON ZEPPA";;55.3758
;4540-41-NERO;;"LE MATTO";Nero;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;;WOMEN;41;;;89;108.58;"/img/9595/or/SANDALO DONNA CON ZEPPA";"/img/9596/or/SANDALO DONNA CON ZEPPA";"/img/9597/or/SANDALO DONNA CON ZEPPA";"/img/9598/or/SANDALO DONNA CON ZEPPA";;55.3758
;4540-41-TAN;;"LE MATTO";MARRONE;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;;WOMEN;41;;;89;108.58;;;;;;55.3758
;MSV3251-35-CUOIO;;LEMATTO;CUOIO;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;35;;;49;59.78;;;;;;36.4658
;MSV3251-35-CUOIO;;LEMATTO;MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;35;;;49;59.78;"/img/9607/or/SANDALO ALTO DONNA";"/img/9608/or/SANDALO ALTO DONNA";"/img/9609/or/SANDALO ALTO DONNA";"/img/9610/or/SANDALO ALTO DONNA";;36.4658
;MSV3251-35-NERO;;LEMATTO;Nero;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;35;;;49;59.78;"/img/9617/or/SANDALO ALTO DONNA";"/img/9618/or/SANDALO ALTO DONNA";"/img/9619/or/SANDALO ALTO DONNA";;;36.4658
;MSV3251-36-CUOIO;;LEMATTO;CUOIO;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;36;;;49;59.78;;;;;;36.4658
;MSV3251-36-CUOIO;;LEMATTO;MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;36;;;49;59.78;"/img/9624/or/SANDALO ALTO DONNA";"/img/9625/or/SANDALO ALTO DONNA";"/img/9626/or/SANDALO ALTO DONNA";"/img/9627/or/SANDALO ALTO DONNA";;36.4658
;MSV3251-36-NERO;;LEMATTO;Nero;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;36;;;49;59.78;"/img/9631/or/SANDALO ALTO DONNA";"/img/9632/or/SANDALO ALTO DONNA";"/img/9633/or/SANDALO ALTO DONNA";;;36.4658
;MSV3251-37-CUOIO;;LEMATTO;CUOIO;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;37;;;49;59.78;;;;;;36.4658
;MSV3251-37-CUOIO;;LEMATTO;MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;37;;;49;59.78;"/img/9638/or/SANDALO ALTO DONNA";"/img/9639/or/SANDALO ALTO DONNA";"/img/9640/or/SANDALO ALTO DONNA";"/img/9641/or/SANDALO ALTO DONNA";;36.4658
;MSV3251-37-NERO;;LEMATTO;Nero;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;37;;;49;59.78;"/img/9645/or/SANDALO ALTO DONNA";"/img/9646/or/SANDALO ALTO DONNA";"/img/9647/or/SANDALO ALTO DONNA";;;36.4658
;MSV3251-38-CUOIO;;LEMATTO;CUOIO;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;38;;;49;59.78;;;;;;36.4658
;MSV3251-38-CUOIO;;LEMATTO;MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;38;;;49;59.78;"/img/9652/or/SANDALO ALTO DONNA";"/img/9653/or/SANDALO ALTO DONNA";"/img/9654/or/SANDALO ALTO DONNA";"/img/9655/or/SANDALO ALTO DONNA";;36.4658
;MSV3251-38-NERO;;LEMATTO;Nero;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;38;;;49;59.78;"/img/9659/or/SANDALO ALTO DONNA";"/img/9660/or/SANDALO ALTO DONNA";"/img/9661/or/SANDALO ALTO DONNA";;;36.4658
;MSV3251-39-CUOIO;;LEMATTO;CUOIO;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;39;;;49;59.78;;;;;;36.4658
;MSV3251-39-CUOIO;;LEMATTO;MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;39;;;49;59.78;"/img/9670/or/SANDALO ALTO DONNA";"/img/9671/or/SANDALO ALTO DONNA";"/img/9672/or/SANDALO ALTO DONNA";"/img/9673/or/SANDALO ALTO DONNA";;36.4658
;MSV3251-39-NERO;;LEMATTO;Nero;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;39;;;49;59.78;"/img/9677/or/SANDALO ALTO DONNA";"/img/9678/or/SANDALO ALTO DONNA";"/img/9679/or/SANDALO ALTO DONNA";;;36.4658
;MSV3251-40-CUOIO;;LEMATTO;CUOIO;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;40;;;49;59.78;;;;;;36.4658
;MSV3251-40-CUOIO;;LEMATTO;MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;40;;;49;59.78;"/img/9684/or/SANDALO ALTO DONNA";"/img/9685/or/SANDALO ALTO DONNA";"/img/9686/or/SANDALO ALTO DONNA";"/img/9687/or/SANDALO ALTO DONNA";;36.4658
;MSV3251-40-NERO;;LEMATTO;Nero;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;40;;;49;59.78;"/img/9691/or/SANDALO ALTO DONNA";"/img/9692/or/SANDALO ALTO DONNA";"/img/9693/or/SANDALO ALTO DONNA";;;36.4658
;MSV3251-41-CUOIO;;LEMATTO;CUOIO;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;41;;;49;59.78;;;;;;36.4658
;MSV3251-41-CUOIO;;LEMATTO;MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;41;;;49;59.78;"/img/9698/or/SANDALO ALTO DONNA";"/img/9699/or/SANDALO ALTO DONNA";"/img/9700/or/SANDALO ALTO DONNA";"/img/9701/or/SANDALO ALTO DONNA";;36.4658
;MSV3255-36-NERO;;"LE MATTO";Nero;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;36;;;49;59.78;"/img/10191/or/SANDALO ALTO DONNA";"/img/10192/or/SANDALO ALTO DONNA";"/img/10193/or/SANDALO ALTO DONNA";"/img/10194/or/SANDALO ALTO DONNA";;36.4658
;MSV3255-36-TAN;;"LE MATTO";MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;36;;;49;59.78;"/img/9738/or/SANDALO ALTO DONNA";"/img/9739/or/SANDALO ALTO DONNA";"/img/9740/or/SANDALO ALTO DONNA";"/img/9741/or/SANDALO ALTO DONNA";;36.4658
;MSV3255-37-NERO;;"LE MATTO";Nero;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;37;;;49;59.78;"/img/10195/or/SANDALO ALTO DONNA";"/img/10196/or/SANDALO ALTO DONNA";"/img/10197/or/SANDALO ALTO DONNA";"/img/10198/or/SANDALO ALTO DONNA";;36.4658
;MSV3255-37-TAN;;"LE MATTO";MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;37;;;49;59.78;"/img/9742/or/SANDALO ALTO DONNA";"/img/9743/or/SANDALO ALTO DONNA";"/img/9744/or/SANDALO ALTO DONNA";"/img/9745/or/SANDALO ALTO DONNA";;36.4658
;MSV3255-38-NERO;;"LE MATTO";Nero;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;38;;;49;59.78;"/img/10199/or/SANDALO ALTO DONNA";"/img/10200/or/SANDALO ALTO DONNA";"/img/10201/or/SANDALO ALTO DONNA";"/img/10202/or/SANDALO ALTO DONNA";;36.4658
;MSV3255-38-TAN;;"LE MATTO";MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;38;;;49;59.78;"/img/9746/or/SANDALO ALTO DONNA";"/img/9747/or/SANDALO ALTO DONNA";"/img/9748/or/SANDALO ALTO DONNA";"/img/9749/or/SANDALO ALTO DONNA";;36.4658
;MSV3255-39-NERO;;"LE MATTO";Nero;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;39;;;49;59.78;"/img/10203/or/SANDALO ALTO DONNA";"/img/10204/or/SANDALO ALTO DONNA";"/img/10205/or/SANDALO ALTO DONNA";"/img/10206/or/SANDALO ALTO DONNA";;36.4658
;MSV3255-39-TAN;;"LE MATTO";MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;39;;;49;59.78;"/img/9750/or/SANDALO ALTO DONNA";"/img/9751/or/SANDALO ALTO DONNA";"/img/9752/or/SANDALO ALTO DONNA";"/img/9753/or/SANDALO ALTO DONNA";;36.4658
;MSV3255-40-NERO;;"LE MATTO";Nero;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;40;;;49;59.78;"/img/10207/or/SANDALO ALTO DONNA";"/img/10208/or/SANDALO ALTO DONNA";"/img/10209/or/SANDALO ALTO DONNA";"/img/10210/or/SANDALO ALTO DONNA";;36.4658
;MSV3255-40-TAN;;"LE MATTO";MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;40;;;49;59.78;"/img/9754/or/SANDALO ALTO DONNA";"/img/9755/or/SANDALO ALTO DONNA";"/img/9756/or/SANDALO ALTO DONNA";"/img/9757/or/SANDALO ALTO DONNA";;36.4658
;MSV3255-41-NERO;;"LE MATTO";Nero;"SANDALO ALTO DONNA";;"TACCO 7 CM";;;WOMEN;41;;;49;59.78;"/img/10211/or/SANDALO ALTO DONNA";"/img/10212/or/SANDALO ALTO DONNA";"/img/10213/or/SANDALO ALTO DONNA";"/img/10214/or/SANDALO ALTO DONNA";;36.4658
;MSV3256-36-GHIACCIO;;"LE MATTO";GHIACCIO;"SANDALO DONNA";;"TACCO 7 CM";;;WOMEN;36;;;49;59.78;"/img/9726/or/SANDALO DONNA";"/img/9727/or/SANDALO DONNA";"/img/9728/or/SANDALO DONNA";"/img/9729/or/SANDALO DONNA";;36.4658
;MSV3256-36-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"TACCO 7 CM";;;WOMEN;36;;;49;59.78;"/img/10215/or/SANDALO DONNA";"/img/10216/or/SANDALO DONNA";"/img/10217/or/SANDALO DONNA";"/img/10218/or/SANDALO DONNA";;36.4658
;MSV3256-37-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"TACCO 7 CM";;;WOMEN;37;;;49;59.78;"/img/10219/or/SANDALO DONNA";"/img/10220/or/SANDALO DONNA";"/img/10221/or/SANDALO DONNA";"/img/10222/or/SANDALO DONNA";;36.4658
;MSV3256-38-GHIACCIO;;"LE MATTO";GHIACCIO;"SANDALO DONNA";;"TACCO 7 CM";;;WOMEN;38;;;49;59.78;"/img/9730/or/SANDALO DONNA";"/img/9731/or/SANDALO DONNA";"/img/9732/or/SANDALO DONNA";"/img/9733/or/SANDALO DONNA";;36.4658
;MSV3256-38-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"TACCO 7 CM";;;WOMEN;38;;;49;59.78;"/img/10223/or/SANDALO DONNA";"/img/10224/or/SANDALO DONNA";"/img/10225/or/SANDALO DONNA";"/img/10226/or/SANDALO DONNA";;36.4658
;MSV3256-39-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"TACCO 7 CM";;;WOMEN;39;;;49;59.78;"/img/10227/or/SANDALO DONNA";"/img/10228/or/SANDALO DONNA";"/img/10229/or/SANDALO DONNA";"/img/10230/or/SANDALO DONNA";;36.4658
;"MSV3257-35- BIANCO";;"LE MATTO";BIANCO;"SANDALO DONNA";;"TACCO 7 CM";;;WOMEN;35;;;49;59.78;;;;;;36.4658
;MSV3257-35-GRANO;;"LE MATTO";GIALLO;"SANDALO DONNA";;"TACCO 7 CM";;;WOMEN;35;;;49;59.78;"/img/9762/or/SANDALO DONNA";"/img/9763/or/SANDALO DONNA";"/img/9764/or/SANDALO DONNA";;;36.4658
;MSV3257-35-ROSSO;;"LE MATTO";ROSSO;"SANDALO DONNA";;"TACCO 7 CM";;;WOMEN;35;;;49;59.78;;;;;;36.4658
